time,node,node_capacity,used_resources
1000.0,pop34,0,0
1000.0,pop35,0,0
1000.0,pop36,10,0.0
1000.0,pop37,0,0
1000.0,pop38,0,0
1000.0,pop39,10,5.0
1000.0,pop40,0,0
1000.0,pop41,0,0
1000.0,pop42,10,4.0
1000.0,pop43,0,0
1000.0,pop44,0,0
1000.0,pop45,10,0.0
1000.0,pop46,10,0.0
1000.0,pop47,0,0
1000.0,pop48,0,0
1000.0,pop49,0,0
1000.0,pop50,10,0.0
1000.0,pop51,0,0
1000.0,pop52,10,0.0
1000.0,pop53,10,0.0
1000.0,pop54,0,0
1000.0,pop55,0,0
1000.0,pop56,10,0.0
1000.0,pop57,0,0
